workclass,occupation,education_level,relationship,gender,capital_gain,capital_loss,hours_per_week,income
Local-gov,Transport-moving,13.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Sales,10.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,9.0,Own-child,Male,0.0,0.0,10.0,<=50K
Self-emp-not-inc,Sales,13.0,Husband,Male,0.0,0.0,50.0,>50K
,,9.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
,,12.0,Not-in-family,Female,0.0,0.0,6.0,<=50K
State-gov,Protective-serv,11.0,Own-child,Female,0.0,0.0,40.0,<=50K
Private,Other-service,8.0,Own-child,Male,0.0,0.0,35.0,<=50K
State-gov,Protective-serv,13.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Sales,9.0,Wife,Female,0.0,0.0,38.0,<=50K
Private,Sales,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Unmarried,Female,0.0,0.0,56.0,<=50K
Local-gov,Prof-specialty,12.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Self-emp-not-inc,Exec-managerial,13.0,Unmarried,Male,0.0,0.0,50.0,<=50K
Self-emp-inc,Craft-repair,10.0,Husband,Male,0.0,0.0,38.0,<=50K
Private,Exec-managerial,12.0,Unmarried,Female,0.0,0.0,55.0,>50K
Private,Prof-specialty,13.0,Own-child,Female,0.0,0.0,12.0,<=50K
Private,Craft-repair,6.0,Unmarried,Female,0.0,0.0,40.0,<=50K
State-gov,Prof-specialty,16.0,Husband,Male,0.0,0.0,70.0,>50K
Private,Sales,10.0,Husband,Male,,0.0,30.0,<=50K
Private,Machine-op-inspct,5.0,Not-in-family,Male,0.0,0.0,48.0,<=50K
,,14.0,Husband,Male,0.0,0.0,30.0,>50K
Local-gov,Protective-serv,13.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Adm-clerical,10.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Self-emp-not-inc,Exec-managerial,9.0,Husband,Male,0.0,0.0,60.0,<=50K
Private,Transport-moving,5.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Unmarried,Female,0.0,0.0,45.0,<=50K
Private,Exec-managerial,13.0,Husband,Male,0.0,0.0,72.0,>50K
Private,Exec-managerial,5.0,Not-in-family,Male,0.0,0.0,65.0,<=50K
Private,Sales,9.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,13.0,Husband,Male,0.0,0.0,50.0,>50K
Private,Prof-specialty,13.0,Wife,Female,0.0,0.0,40.0,>50K
Local-gov,Prof-specialty,13.0,Husband,Male,0.0,0.0,35.0,<=50K
Private,Machine-op-inspct,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Local-gov,Adm-clerical,10.0,Unmarried,Female,0.0,0.0,35.0,<=50K
Private,Prof-specialty,9.0,Not-in-family,Female,0.0,0.0,23.0,<=50K
Private,Adm-clerical,9.0,Unmarried,Male,0.0,0.0,40.0,<=50K
,,10.0,Own-child,Male,0.0,0.0,60.0,<=50K
Private,Other-service,10.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Exec-managerial,11.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Other-service,10.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Federal-gov,Machine-op-inspct,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Sales,10.0,Wife,Female,0.0,0.0,45.0,>50K
Private,Sales,8.0,Own-child,Female,0.0,0.0,18.0,<=50K
Private,Other-service,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Local-gov,Exec-managerial,5.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,14.0,Husband,Male,0.0,0.0,18.0,<=50K
Private,Sales,10.0,Husband,Male,0.0,0.0,40.0,>50K
State-gov,Other-service,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Other-service,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Federal-gov,Exec-managerial,12.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Other-service,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Sales,10.0,Own-child,Female,0.0,0.0,35.0,<=50K
Private,Farming-fishing,9.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,13.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Prof-specialty,10.0,Unmarried,Female,0.0,0.0,20.0,<=50K
Federal-gov,Adm-clerical,9.0,Not-in-family,Male,0.0,0.0,45.0,<=50K
Private,Adm-clerical,13.0,Own-child,Female,0.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Transport-moving,6.0,Husband,Male,0.0,0.0,45.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Female,0.0,0.0,38.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Male,0.0,0.0,45.0,<=50K
Private,Sales,9.0,Not-in-family,Female,0.0,0.0,52.0,<=50K
,,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Sales,13.0,Not-in-family,Female,0.0,0.0,16.0,<=50K
Private,Farming-fishing,5.0,Other-relative,Male,0.0,0.0,16.0,<=50K
Private,Machine-op-inspct,4.0,Own-child,Male,0.0,0.0,40.0,<=50K
Self-emp-not-inc,Sales,10.0,Own-child,Male,0.0,0.0,25.0,<=50K
Private,Adm-clerical,7.0,Own-child,Male,0.0,0.0,16.0,<=50K
Private,Adm-clerical,13.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Sales,10.0,Husband,Male,0.0,0.0,46.0,<=50K
Local-gov,Protective-serv,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Wife,Female,0.0,0.0,35.0,>50K
Private,Machine-op-inspct,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,14.0,Unmarried,Male,0.0,0.0,40.0,>50K
Private,Adm-clerical,10.0,Own-child,Female,0.0,0.0,35.0,<=50K
Private,Other-service,10.0,Own-child,Male,0.0,0.0,50.0,<=50K
Private,Other-service,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Craft-repair,12.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Sales,5.0,Unmarried,Female,0.0,0.0,25.0,<=50K
Private,Exec-managerial,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Transport-moving,2.0,Husband,Male,0.0,0.0,50.0,<=50K
Self-emp-inc,Sales,9.0,Husband,Male,0.0,0.0,62.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Sales,5.0,Husband,Male,0.0,0.0,55.0,>50K
Private,Tech-support,7.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,,0.0,40.0,<=50K
Private,Exec-managerial,13.0,Not-in-family,Male,0.0,0.0,50.0,<=50K
Private,Sales,10.0,Not-in-family,Female,0.0,0.0,60.0,<=50K
Private,Craft-repair,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Self-emp-inc,Sales,13.0,Other-relative,Male,0.0,0.0,45.0,<=50K
Private,Craft-repair,6.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Sales,13.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
State-gov,Craft-repair,10.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Tech-support,12.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Transport-moving,10.0,Not-in-family,Male,0.0,0.0,55.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Sales,9.0,Husband,Male,0.0,0.0,50.0,>50K
Private,Craft-repair,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Transport-moving,6.0,Husband,Male,0.0,0.0,60.0,<=50K
Private,Farming-fishing,9.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Own-child,Female,0.0,0.0,42.0,<=50K
,,10.0,Unmarried,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Wife,Female,0.0,0.0,32.0,<=50K
Private,Sales,7.0,Unmarried,Female,0.0,0.0,44.0,<=50K
Private,Prof-specialty,10.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Other-service,6.0,Not-in-family,Male,0.0,0.0,37.0,<=50K
Private,Sales,9.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Handlers-cleaners,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,9.0,Own-child,Male,0.0,0.0,35.0,<=50K
Private,Transport-moving,5.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,11.0,Unmarried,Male,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,10.0,Other-relative,Male,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,14.0,Husband,Male,0.0,0.0,45.0,>50K
Private,Handlers-cleaners,5.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Wife,Female,0.0,0.0,40.0,<=50K
Private,Other-service,10.0,Unmarried,Female,0.0,0.0,35.0,<=50K
Private,Sales,10.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Female,0.0,0.0,20.0,<=50K
Private,Craft-repair,13.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,9.0,Husband,Male,0.0,0.0,50.0,>50K
Private,Handlers-cleaners,9.0,Wife,Female,0.0,0.0,40.0,<=50K
Private,Craft-repair,7.0,Own-child,Male,0.0,0.0,20.0,<=50K
Private,Sales,13.0,Not-in-family,Male,0.0,0.0,60.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,0.0,50.0,>50K
Private,Other-service,7.0,Not-in-family,Male,0.0,0.0,20.0,<=50K
Private,Sales,12.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,5.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Sales,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,5.0,Other-relative,Female,0.0,0.0,40.0,<=50K
Private,Farming-fishing,10.0,Other-relative,Male,0.0,0.0,72.0,<=50K
Private,Transport-moving,9.0,Husband,Male,0.0,0.0,45.0,<=50K
,,10.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Self-emp-not-inc,Prof-specialty,13.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Other-service,9.0,Unmarried,Female,0.0,0.0,17.0,<=50K
Private,Prof-specialty,15.0,Husband,Male,0.0,0.0,55.0,>50K
Private,Craft-repair,13.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Sales,8.0,Own-child,Female,0.0,0.0,20.0,<=50K
Local-gov,Prof-specialty,14.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,0.0,0.0,40.0,<=50K
,,10.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Other-service,10.0,Unmarried,Female,0.0,0.0,38.0,<=50K
Private,Handlers-cleaners,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Adm-clerical,12.0,Wife,Female,0.0,0.0,20.0,<=50K
Private,Prof-specialty,12.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Sales,9.0,Own-child,Male,0.0,0.0,30.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Sales,9.0,Not-in-family,Male,0.0,0.0,20.0,<=50K
,,9.0,Husband,Male,0.0,0.0,6.0,<=50K
Private,Craft-repair,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,10.0,Husband,Male,0.0,0.0,40.0,>50K
,,9.0,Own-child,Female,0.0,0.0,60.0,<=50K
Private,Prof-specialty,13.0,Own-child,Female,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,10.0,Husband,Male,,0.0,20.0,<=50K
Self-emp-inc,Craft-repair,10.0,Husband,Male,0.0,0.0,45.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,0.0,50.0,<=50K
Local-gov,Transport-moving,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,11.0,Husband,Male,0.0,0.0,48.0,>50K
Private,Craft-repair,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
,,,Own-child,Male,0.0,0.0,40.0,<=50K
Federal-gov,Craft-repair,10.0,Husband,Male,0.0,0.0,45.0,<=50K
Private,Craft-repair,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Unmarried,Female,0.0,0.0,5.0,<=50K
Federal-gov,Tech-support,9.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Prof-specialty,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,5.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Tech-support,10.0,Unmarried,Female,0.0,0.0,50.0,<=50K
,,10.0,Own-child,Male,,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Other-service,6.0,Not-in-family,Female,0.0,0.0,1.0,<=50K
Private,Adm-clerical,13.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Sales,11.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Self-emp-not-inc,Craft-repair,,Not-in-family,Male,0.0,0.0,50.0,<=50K
Private,Sales,10.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Sales,10.0,Not-in-family,Male,0.0,0.0,50.0,<=50K
Self-emp-not-inc,Craft-repair,6.0,Husband,Male,0.0,0.0,35.0,>50K
Self-emp-not-inc,Exec-managerial,9.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Craft-repair,9.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Husband,Male,0.0,0.0,60.0,>50K
Private,Protective-serv,12.0,Husband,Male,0.0,0.0,60.0,<=50K
Private,Exec-managerial,9.0,Own-child,Male,0.0,0.0,60.0,<=50K
State-gov,Prof-specialty,13.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Craft-repair,10.0,Husband,Male,0.0,0.0,45.0,<=50K
Private,Handlers-cleaners,10.0,Not-in-family,Male,,0.0,25.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Female,0.0,0.0,20.0,<=50K
Private,Other-service,9.0,Own-child,Female,0.0,0.0,30.0,<=50K
Local-gov,Exec-managerial,13.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Local-gov,Prof-specialty,14.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
,,9.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Other-service,1.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Self-emp-inc,Sales,10.0,Unmarried,Male,0.0,0.0,55.0,<=50K
Private,Transport-moving,8.0,Husband,Male,0.0,0.0,40.0,<=50K
Local-gov,Transport-moving,12.0,Not-in-family,Male,0.0,0.0,48.0,<=50K
Private,Transport-moving,9.0,Husband,Male,0.0,0.0,70.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,0.0,40.0,<=50K
Local-gov,Machine-op-inspct,9.0,Husband,Male,0.0,0.0,40.0,<=50K
State-gov,Prof-specialty,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,9.0,Unmarried,Female,0.0,0.0,50.0,<=50K
Private,Other-service,6.0,Own-child,Female,0.0,0.0,12.0,<=50K
Self-emp-inc,Craft-repair,4.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Other-service,1.0,Own-child,Female,0.0,0.0,15.0,<=50K
Private,Machine-op-inspct,7.0,Husband,Male,0.0,0.0,40.0,<=50K
Local-gov,Prof-specialty,9.0,Own-child,Female,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,10.0,Not-in-family,Male,0.0,0.0,42.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Male,0.0,0.0,45.0,<=50K
Self-emp-inc,Sales,11.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Exec-managerial,14.0,Not-in-family,Female,0.0,0.0,40.0,>50K
,,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Sales,10.0,Own-child,Female,0.0,0.0,16.0,<=50K
State-gov,Adm-clerical,10.0,Wife,Female,0.0,0.0,40.0,<=50K
State-gov,Adm-clerical,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,9.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Transport-moving,9.0,Husband,Male,0.0,0.0,80.0,<=50K
Self-emp-not-inc,Other-service,5.0,Not-in-family,Female,0.0,0.0,20.0,<=50K
Local-gov,Prof-specialty,13.0,Unmarried,Female,0.0,0.0,35.0,<=50K
Private,Exec-managerial,10.0,Not-in-family,Female,,0.0,40.0,<=50K
,,10.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,10.0,Not-in-family,Male,0.0,0.0,16.0,<=50K
Private,Sales,13.0,Not-in-family,Male,0.0,0.0,40.0,>50K
Private,Sales,10.0,Own-child,Female,0.0,0.0,40.0,<=50K
Private,Tech-support,11.0,Husband,Male,0.0,0.0,38.0,>50K
State-gov,Protective-serv,9.0,Other-relative,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,11.0,Husband,Male,0.0,0.0,55.0,>50K
Private,Other-service,9.0,Husband,Male,,0.0,40.0,<=50K
Local-gov,Protective-serv,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,5.0,Not-in-family,Male,0.0,0.0,50.0,<=50K
Private,Other-service,4.0,Husband,Male,0.0,0.0,48.0,<=50K
Private,Farming-fishing,9.0,Husband,Male,0.0,,80.0,<=50K
Private,Prof-specialty,13.0,Husband,Male,0.0,0.0,50.0,>50K
Private,Prof-specialty,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Farming-fishing,4.0,Not-in-family,Male,0.0,0.0,40.0,>50K
Self-emp-not-inc,Prof-specialty,10.0,Wife,Female,0.0,0.0,40.0,>50K
Local-gov,Prof-specialty,15.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,8.0,Not-in-family,Female,0.0,0.0,25.0,<=50K
Private,Craft-repair,11.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Prof-specialty,13.0,Husband,Male,0.0,0.0,60.0,<=50K
Self-emp-not-inc,Adm-clerical,13.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Own-child,Female,0.0,0.0,35.0,<=50K
Private,Craft-repair,9.0,Unmarried,Male,0.0,0.0,48.0,>50K
Private,Transport-moving,4.0,Not-in-family,Male,0.0,0.0,35.0,<=50K
Private,Sales,9.0,Husband,Male,0.0,0.0,55.0,>50K
Private,Other-service,7.0,Own-child,Male,0.0,0.0,15.0,<=50K
Private,Sales,10.0,Own-child,Male,0.0,0.0,30.0,<=50K
Private,Tech-support,12.0,Not-in-family,Male,0.0,0.0,30.0,<=50K
Private,Sales,13.0,Husband,Male,0.0,0.0,45.0,<=50K
Private,Sales,10.0,Own-child,Female,0.0,0.0,20.0,<=50K
Private,Sales,10.0,Wife,Female,0.0,0.0,40.0,<=50K
Private,Other-service,10.0,Own-child,Male,0.0,0.0,20.0,<=50K
Private,Other-service,10.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,6.0,Husband,Male,0.0,0.0,36.0,<=50K
Self-emp-not-inc,Craft-repair,10.0,Husband,Male,0.0,0.0,40.0,>50K
Private,Other-service,10.0,Unmarried,Female,0.0,0.0,32.0,<=50K
Private,Craft-repair,9.0,Husband,Male,0.0,0.0,40.0,>50K
Self-emp-inc,Exec-managerial,9.0,Husband,Male,0.0,0.0,80.0,<=50K
Local-gov,Protective-serv,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Sales,12.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Sales,4.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Wife,Female,0.0,0.0,40.0,>50K
Private,Farming-fishing,3.0,Other-relative,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,9.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Own-child,Male,0.0,0.0,30.0,<=50K
Private,Adm-clerical,13.0,Not-in-family,Female,0.0,0.0,30.0,<=50K
Private,Exec-managerial,10.0,Not-in-family,Female,0.0,0.0,45.0,<=50K
,,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Federal-gov,Handlers-cleaners,10.0,Husband,Male,0.0,0.0,50.0,<=50K
State-gov,Transport-moving,4.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Not-in-family,Female,0.0,0.0,36.0,<=50K
Private,Craft-repair,10.0,Husband,Male,0.0,0.0,50.0,>50K
Private,Machine-op-inspct,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Own-child,Female,0.0,0.0,40.0,<=50K
Private,Craft-repair,10.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Male,0.0,0.0,45.0,<=50K
Private,Exec-managerial,13.0,Unmarried,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,11.0,Husband,Male,0.0,0.0,40.0,<=50K
State-gov,Prof-specialty,13.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Transport-moving,7.0,Own-child,Male,0.0,0.0,36.0,<=50K
Private,Machine-op-inspct,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Farming-fishing,11.0,Not-in-family,Male,0.0,0.0,50.0,<=50K
Private,Sales,8.0,Own-child,Female,0.0,0.0,6.0,<=50K
Private,Exec-managerial,13.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Transport-moving,9.0,Own-child,Male,0.0,0.0,24.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
,,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Husband,Male,0.0,0.0,50.0,>50K
Private,Prof-specialty,14.0,Not-in-family,Male,0.0,0.0,42.0,<=50K
Self-emp-not-inc,Prof-specialty,15.0,Unmarried,Male,0.0,0.0,,>50K
Federal-gov,Adm-clerical,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Adm-clerical,12.0,Own-child,Female,0.0,0.0,40.0,<=50K
Local-gov,Adm-clerical,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Adm-clerical,6.0,Husband,Male,0.0,0.0,20.0,<=50K
Private,Transport-moving,9.0,Other-relative,Male,0.0,0.0,40.0,<=50K
Local-gov,Adm-clerical,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Self-emp-inc,Farming-fishing,13.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Local-gov,Exec-managerial,12.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
,,6.0,Not-in-family,Female,0.0,,40.0,<=50K
Private,Exec-managerial,9.0,Not-in-family,Female,0.0,0.0,30.0,>50K
Private,Other-service,1.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Own-child,Female,0.0,0.0,38.0,<=50K
Private,Handlers-cleaners,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Self-emp-inc,Other-service,10.0,Own-child,Female,0.0,0.0,35.0,<=50K
Private,Tech-support,9.0,Own-child,Male,0.0,0.0,45.0,<=50K
Private,Farming-fishing,9.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Unmarried,Male,0.0,0.0,43.0,<=50K
Private,Adm-clerical,13.0,Not-in-family,Female,0.0,0.0,48.0,<=50K
,,7.0,Not-in-family,Female,0.0,0.0,15.0,<=50K
Self-emp-not-inc,Craft-repair,7.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Unmarried,Male,0.0,0.0,40.0,<=50K
Private,Sales,14.0,Not-in-family,Male,0.0,0.0,65.0,<=50K
Private,Craft-repair,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Prof-specialty,16.0,Husband,Male,0.0,0.0,60.0,>50K
Private,Craft-repair,13.0,Not-in-family,Male,0.0,0.0,45.0,<=50K
State-gov,Protective-serv,9.0,Husband,Male,0.0,0.0,40.0,<=50K
Self-emp-not-inc,Machine-op-inspct,4.0,Husband,Male,0.0,0.0,50.0,<=50K
Private,Sales,10.0,Not-in-family,Female,0.0,0.0,30.0,<=50K
Private,Adm-clerical,11.0,Not-in-family,Female,0.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Wife,Female,0.0,0.0,35.0,>50K
Private,Transport-moving,9.0,Unmarried,Male,0.0,0.0,40.0,<=50K
Private,Handlers-cleaners,9.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Exec-managerial,13.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Self-emp-inc,Other-service,9.0,Husband,Male,0.0,0.0,48.0,<=50K
Private,Sales,13.0,Own-child,Male,0.0,0.0,55.0,<=50K
Private,Craft-repair,12.0,Husband,Male,0.0,0.0,44.0,<=50K
Private,Tech-support,12.0,Not-in-family,Male,0.0,0.0,40.0,<=50K
Private,Adm-clerical,13.0,Unmarried,Female,0.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Own-child,Female,0.0,0.0,40.0,<=50K
,,13.0,Husband,Male,,0.0,70.0,<=50K
Private,Craft-repair,10.0,Husband,Male,0.0,0.0,45.0,<=50K
Private,Handlers-cleaners,12.0,Own-child,Male,0.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Husband,Male,0.0,0.0,40.0,<=50K
,,12.0,Not-in-family,Female,0.0,0.0,,<=50K
Private,Prof-specialty,13.0,Husband,Male,0.0,0.0,45.0,>50K
Local-gov,Prof-specialty,13.0,Wife,Female,0.0,0.0,28.0,<=50K
Private,Handlers-cleaners,4.0,Husband,Male,0.0,0.0,40.0,<=50K
Self-emp-not-inc,Handlers-cleaners,4.0,Unmarried,Male,0.0,0.0,,<=50K
Private,Adm-clerical,10.0,Husband,Male,0.0,0.0,40.0,<=50K
Local-gov,Transport-moving,13.0,Husband,Male,0.0,0.0,40.0,<=50K
Private,Other-service,9.0,Husband,Male,0.0,0.0,20.0,<=50K
Private,Craft-repair,6.0,Husband,Male,0.0,0.0,40.0,>50K
Local-gov,Prof-specialty,13.0,Not-in-family,Male,0.0,0.0,50.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,0.0,40.0,>50K
